newspaper,publication_date,page,arrival_date,port_of_origin,date_of_departure_from_port_of_origin,port_and_date_of_call,type_of_ship,ship_flag,name_of_ship,tonnage_of_ship,name_of_captain,cargo_information,consignee_of_cargo,consignee_of_ship,intelligence,raw_text
MAR_SM,1895_1_23,3,Du 22 janvier,SAINT-LOUIS-DU-RHONE,22 janv.,,yacht,fr,SAINT HUBERT,40 tx,c. de Courtois,sur lest;,,à M. de Courtois,,"SAINT-LOUIS-DU-RHONE, 22 janv., yacht fr. SAINT HUBERT, 40 tx, c. de Courtois, sur lest; Dav, à M. de Courtois."
MAR_SM,1895_1_23,3,Du 22 janvier,SAINT-LOUIS-DU-RHONE,21 janv.,,chal,fr,BONNARDEL-N.-11,262 tx,e. Bergier,"avec 26 tx soude, vin et divers",,Cle Bonnardel,,"SAINT-LOUIS-DU-RHONE, 21 janv., chal. fr. BONNARDEL-N.-11. 262 tx, e. Bergier, avec 26 tx soude, vin et divers; Cle Bonnardel."
MAR_SM,1895_1_23,3,Du 22 janvier,SEVILLE,8janv.,"Huelva, 8: Cadix, 11: Algisi-ras, 11 Malaga, 12; Almérie, 13; Alicaute, 14 Barcelone, 18 Palamos, 19: Cette, 21",vap,esp,CIERVANA,939 tx,e. Diaz,avec 250 tx div.,p. div.,nav. à M. Hains,5 passagers.,"SEVILLE, 8janv.; Huelva, 8: Cadix, 11: Algisi-ras, 11 Malaga, 12; Almérie, 13; Alicaute, 14 Barcelone, 18 Palamos, 19: Cette, 21 dito, vap. esp. CIERVANA. 939 tx, e. Diaz, avec 250 tx div. p. div.; nav. à M. Hains: 5 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,SHANGHAI,7 déc,"Foo-Chou, 10 Canton, 14 Singapore, to; Penang, 24: Colombo, 2 janv.; Suez, 15 Port-Said, 16",vap.,ang.,CANTON,2044 tx,e. Cabitt,avec 7000 tx div.,p. divers,MM. Estrine et Cie,3 passagers.,"SHANGHAI, 7 déc; Foo-Chou, 10 Canton, 14 Singapore, to; Penang, 24: Colombo, 2 janv.; Suez, 15 Port-Said, 16, vap. ang. CANTON, 2044 tx, e. Cabitt, avec 7000 tx div. p. divers; MM. Estrine et Cie; 3 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,SULINA,13 janv.,"Cavack, 15 dito",vap,ang,NI-NA-MENDI,1554 tx,e. Purvis,avec 3000 tx blé,pour MM. L. Fleisch et Cie,"nav, à MM. Watson et Parker",,"SULINA, 13 janv.: Cavack, 15 dito, vap. ang. NI-NA-MENDI, 1554 tx. e. Purvis, avec 3000 tx blé, pour MM. L. Fleisch et Cie; nav, à MM. Watson et Parker."
MAR_SM,1895_1_24,3,Du 23 janvier.,AGDE,21 janv.,"Cette, 23 dito",vap,fr,PERGAME,81 tx,e. Elena,avec 120 tx div,p. div.,nav. à M. Castaldi,,"AGDE, 21 janv.; Cette, 23 dito, vap. fr. PERGAME, 81 tx. e. Elena, avec 120 tx div. p. div.; nav. à M. Castaldi."
MAR_SM,1895_1_24,3,Du 23 janvier.,ALGER,22 janv.,,vap,fr,MARECHAL-BUGEAUD,de 679 ix,e. Thuillier,avec 215 ix div.,p. div.,Cie Transatlantique,"71 passagers, dont 2 militaires.","ALGER, 22 janv., vap. fr. MARECHAL-BUGEAUD, 679 ix. e. Thuillier, avec 215 ix div. p. div.: Cie Transatlantique; 71 passagers, dont 2 militaires."
MAR_SM,1895_1_24,3,Du 23 janvier.,CANNES,20 janvier,"Nice, 21: Menton, 22 janvier",vap,fr,MICHEL-C.,de 99 tx,c. Bonnot,avec 30 tx march. divers,pour divers,M. Castaldi,,"CANNES, 20 janvier; Nice, 21: Menton, 22 janvier, vap. fr. MICHEL-C., de 99 tx, c. Bonnot, avec 30 tx march. divers pour divers; nav. à M. Castaldi."
MAR_SM,1895_1_24,3,Du 23 janvier.,CETTE,22 janv.,,yacht,,volle f.. BEBELLE,13 1x,vicomte de Saussine,sur lest,,navire au capitaine,,"CETTE, 22 janv., yacht à volle f.. BEBELLE, 13 1x, e. vicomte de Saussine, sur lest; navire au capitaine."
MAR_SM,1895_1_24,3,Du 23 janvier.,LES BORMETTES,22 janvier,,chal,fr,RIO-TINTO,de 128 tx,e. Paoli,avec 200 tx sable,ordre,nav. à M. Talon,,"LES BORMETTES, 22 janvier, chal. fr. RIO-TINTO, de 128 tx, e. Paoli, avec 200 tx sable ordre nav. à M. Talon."""
MAR_SM,1895_1_24,3,Du 23 janvier.,LIVERPOOL,16 janv.,,vap.,ang.,SHROPSHIRE.,"3673 tx,","e. Sturrock,",avee 6000 tx div.,p. div.;,nav. a MM. Watson et Parker;,28 passagers.,"LIVERPOOL, 16 janv., vap. ang. SHROPSHIRE. 3673 tx, e. Sturrock, avee 6000 tx div. p. div.; nav. a MM. Watson et Parker; 28 passagers."
MAR_SM,1895_1_24,3,Du 23 janvier.,LONDRES,13 janv.,"Havre, 15 dito",vap,fr,CAMBODGE,1400 tx,e. Vincenti,avec 1000 tx div.,p. div.,Messageries Maritimes,,"LONDRES, 13 janv.; Havre, 15 dito, vap. fr. CAMBODGE, 1400 tx, e. Vincenti, avec 1000 tx div. p. div. Messageries Maritimes."
MAR_SM,1895_1_24,3,Du 23 janvier.,MALTE,15 janvier,"Tripoll, 16; Djerba, 17; Gabès, 17: Slax, 18: Mehdia, 19: Sousse, 20; Tunis, 21 janvier",vap,fr,VILLE-DE-MADRID,de 805 tx,e. Marini,avec 683 tx div.,p. div.,Cle Transatlantique,47 passagers dout 21 m li taires.,"MALTE, 15 janvier; Tripoll, 16; Djerba, 17; Gabès, 17: Slax, 18: Mehdia, 19: Sousse, 20; Tunis, 21 janvier, vap. fr. VILLE-DE-MADRID, de 805 tx, e. Marini, avec 683 tx div. p. div.; Cle Transatlantique; 47 passagers dout 21 m li taires."
MAR_SM,1895_1_24,3,Du 23 janvier.,FORT-DE-BOUC,23 janvier,,cut,fr,JRUNE-AUGUSTINE,de 24 tx,e. Queirel,avec 21 tx morues,pour les Sècheries de Port-de-Boue,,,"FORT-DE-BOUC, 23 janvier, cut. fr. JRUNE-AUGUSTINE, de 24 tx, e. Queirel, avec 21 tx morues en transit pour les Sècheries de Port-de-Boue."
MAR_SM,1895_1_24,3,Du 23 janvier.,PORT-VENDRES,21 janvier,,vap,fr,SYRIA,de 678 tx,e. Bouleue,avec 150 tx div.,pour divers,Compagnie Mixte,10 passagers,"PORT-VENDRES, 21 janvier; Cette, 22 janvier, vap. fr. SYRIA, de 678 tx, e. Bouleue, avec 150 tx div. pour divers; Compagnie Mixte; 10 passagers."
MAR_SM,1895_1_24,3,Du 23 janvier.,SAINT-LOUIS-DU-RHONE,23 janv.,,bat,,JOSEPH,28 tx,e. Meou,avec 40 tx vin,à ordre,pavire au capitaine,,"SAINT-LOUIS-DU-RHONE, 23 janv., bat. Ir. JOSEPH, 28 tx, e. Meou, avec 40 tx vin, à ordre; pavire au capitaine."
MAR_SM,1895_1_24,3,Du 23 janvier.,SAINT-LOUIS-DU-RHONE,22 janvier,,chal,fr,n. 11,de 262 tx,e. Bergler,avec 260 tx div.,p. divers,Cie Lyonnaise,,"SAINT-LOUIS-DU-RHONE, 22 janvier, chal. fr. n. 11, de 262 tx, e. Bergler, avec 260 tx div. p. divers: Cie Lyonnaise."
MAR_SM,1895_1_24,3,Du 23 janvier.,SEVILLE,6 janvier,"Cadix, 8; Algésiras, 8; Malaga, 16; Almérie, 11: Carthagène, 14; Alicante, 15: Valence, 16; Barcelone, 19, San-Pelieu. 19: Palamos, 20; Cette, 22 janvier",vap,esp,ANDULUCIA,de 1.251 tx,e. Rubio,avec 404 tx div,p divers,le navire à M. Vidal,7 passagers,"SEVILLE, 6 janvier; Cadix, 8; Algésiras, 8; Malaga, 16; Almérie, 11: Carthagène, 14; Alicante, 15: Valence, 16; Barcelone, 19, San-Pelieu. 19: Palamos, 20; Cette, 22 janvier, vap. esp. ANDULUCIA, de 1.251 tx, e. Rubio, avec 404 tx div. p divers; le navire à M. Vidal; 7 passagers."
MAR_SM,1895_1_25,3,Du 24 janvier.,ALGER,22 janv.,,vap,fr,AUVERGNE,de 966 1x,cap. Langrais,avec 112 tx div,pour divers,Société Générale,17 passagers.,"ALGER, 22 janv., vap. fr. AUVERGNE, 966 1x. cap. Langrais, avec 112 tx div. pour divers; Société Générale. 17 passagers."
MAR_SM,1895_1_25,3,Du 24 janvier.,BONE,22 janv.,,vap,fr,VILLE-DE-NAPLES,8% tx,e. Lefrane,avec 451 tx div,p. divers,Cie Transatlantique,42 passagers dont 15 militaires.,"BONE, 22 janv., vap. fr. VILLE-DE-NAPLES, 8% tx, e. Lefrane, avec 451 tx div, p. divers; Cie Transatlantique. 42 passagers dont 15 militaires."
MAR_SM,1895_1_25,3,Du 24 janvier.,BORDEAUX,: Oran,"19: Alger, 22",vap,fr,TARN,778 tx,e Rilba,avee 200 tx div. E. divers et 24 boeufs,Cie Transatiantique,,3 passagers,"BORDEAUX. 12 janv: Oran, 19: Alger, 22, vap. fr. TARN, 778 tx, e Rilba, avee 200 tx div. E. divers et 24 boeufs: Cie Transatiantique. 3 passagers."
MAR_SM,1895_1_25,3,Du 24 janvier.,CARTHAGENB,18 dée.,"Palma, 19 jauv.",fr.-m.,it.,MARIANNINA-GALATOLA,"de fer, à ordre;",e. Cerace,avec 600 tx minerai,,nav. au eapitaine,,"CARTHAGENB. 18 dée.; Palma, 19 jauv., fr.-m. it. MARIANNINA-GALATOLA, 395 tx, e. Cerace, avec 600 tx minerai de fer, à ordre; nav. au eapitaine"
MAR_SM,1895_1_25,3,Du 24 janvier.,CETTE,23 janv.,,ch,fr,LUCIE GABRIELLE,218 tx,cap. Nobili,avee 350 tx charbon,p. M. Roch,le nav à M. D'Ollières,,"CETTE, 23 janv., ch. fr. LUCIE GABRIELLE, 218 tx. cap. Nobili, avee 350 tx charbon p. M. Roch; le nav à M. D'Ollières."
MAR_SM,1895_1_25,3,Du 24 janvier.,DUNKERQUE,12 janv.,,vap.,fr.,N.-VERBERCK-MOES,777 tx,e. Seronde,avec 500 tx march. div,p. divers,nav. à la Cie des Vapeurs du Nord,Passé le Détroit le 20 janvier.,"DUNKERQUE, 12 janv., vap. fr. N.-VERBERCK-MOES, 777 tx, e. Seronde, avec 500 tx march. div p. divers nav. à la Cie des Vapeurs du Nord. - Passé le Détroit le 20 janvier."
MAR_SM,1895_1_25,3,Du 24 janvier.,DUNKERQUE,7 janv,,vap,fr,FREDERIC MOREL,822 tx,e Langhetée,avec 1225 tx march div,p divers,nav à la Cie des Vapeurs du Nord,,"DUNKERQUE, 7 janv.: Bordeaux, 15; vap fr. FREDERIC MOREL, 822 tx, e. Langhetée, avec 1225 tx march. div. p. divers; nav. à la Cie des Vapeurs du Nord."
MAR_SM,1895_1_25,3,Du 24 janvier.,LA NOUVELLE,23 janv.,"Celle, 23",vap,fr,MEDEAH,de 230 tx,e. Ramade,avec 320 tx march. div.,p. divers,nav. à la Cie Fraissinet,-2 passagers.,"LA NOUVELLE, 23 janv.; Cetle, 23; vap. fr. MEDEAH, 230 tx, e. Ramade, avec 320 tx march. div. p. divers, nav. à la Cie Fraissinet. -2 passagers."
MAR_SM,1895_1_25,3,Du 24 janvier.,MALAGA,15 janv.,"Almérie, 17; Alicante, 18: Valence, 19; Cette, 23",vap,esp,GRAO,1010 tx,e. Londa,avec 300 tx march. div.,p. divers,nav. à MM. Artaud frères,,"MALAGA, 15 janv.; Almérie, 17; Alicante, 18: Valence, 19; Cette, 23; vap. esp. GRAO, 1010 tx, e. Londa, avec 300 tx march. div. p. divers; nav. à MM. Artaud frères."
MAR_SM,1895_1_25,3,Du 24 janvier.,PORT-SAID,6 janv.,"Acre, 9: Tripoli, 10: Lattaquie, to: Alexandrette, 11; Mersina, 12; Samos, 15: Smyrne, 17: Salonique, 19; Le Pirée, 20 janv.",vap,fr,NIGER,1957 tx,e. Augé,avec 1070 tx div,p. divers,Messageries Maritimes,24 pass.,"PORT-SAID, 6 janv.; Acre, 9: Tripoli, 10: Lattaquie, to: Alexandrette, 11; Mersina, 12; Samos, 15: Smyrne, 17: Salonique, 19; Le Pirée, 20 janv.. vap. fr NIGER, 1957 tx, e. Augé, avec 1070 tx div. p. divers; Messageries Maritimes. 24 pass."
MAR_SM,1895_1_25,3,Du 24 janvier.,SAINT LOUIS-DU-RHONE,23 janv.,,vap,suéd,HENRI,avec 977 tx,e. Perhson,avec 500 tx chaux,en transit,nav. à M. Alexander,,"SAINT LOUIS-DU-RHONE, 23 janv., vap. suéd HENRI. avec 977 tx, e. Perhson, avec 500 tx chaux, en transit; nav. à M. Alexander."
MAR_SM,1895_1_26,3,Du 25 janvier,ALGER,24 janv.,,vap,fr,GENERAL-CHANZY,720 1x,e. Lelanchon,avec 253 tx div.,p. divers,Cie Transatlantique,Il a 75 passagers dont 11 mill- taires.,"ALGER, 24 janv., vap. fr. GENERAL-CHANZY, 720 1x, e. Lelanchon, avec 253 tx div. p. divers; Cie Transatlantique. Il a 75 passagers dont 11 mill- taires."
MAR_SM,1895_1_26,3,Du 25 janvier,ANVERS,1er janv.,"Livourne, 17; Genes, 23",vap,ang,FUSI-YAMA,431 tx,c. Rainey,avec 600 tx div,p. divers,nav. a M. Budd,,"ANVERS, 1er janv.; Livourne, 17; Genes, 23, vap ang. FUSI-YAMA, 431 tx, c. Rainey, avec 600 tx div. p. divers; nav. a M. Budd."
MAR_SM,1895_1_26,3,Du 25 janvier,BATHURST,10 janv.,,vap,ang,SUNLEGHT,704 tx,e. Welch,avee 680 tx arachides,à ordre,nav. & MM. Watson et Parker,I a 21 passagers.,"BATHURST, 10 janv., vap. ang. SUNLEGHT, 704 tx, e. Welch, avee 680 tx arachides à ordre; nav. & MM. Watson et Parker. I a 21 passagers."
MAR_SM,1895_1_26,3,Du 25 janvier,BATOUM,14 janv.,"Kerassunde, 16, Samsoum, 16; Constantinople, 18; Dardanelles, 19; Syra, 20; Ca- lamata 21",vap,fr,LABOURDONNAIS,"1,104 tx",e Fontana,avee 808 tx div,p. divers,Message- ries Maritimes,Il a 7 passagers.,"BATOUM, 14 janv.; Kerassunde, 16, Samsoum, 16; Constantinople, 18; Dardanelles, 19; Syra, 20; Ca- lamata 21, vap. fr. LABOURDONNAIS, 1,104 tx, e Fontana, avee 808 tx div p. divers; Message- ries Maritimes. Il a 7 passagers."
MAR_SM,1895_1_26,3,Du 25 janvier,CARDIFF,13 janv.,,vap,ang,WILDERSPOOL,"1,804 tx",e. Smith,"avec 2,500 tx div.",p. divers,Dav. & M. Saunier.,,"CARDIFF, 13 janv., vap, ang. WILDERSPOOL, 1,804 tx, e. Smith, avec 2,500 tx div. p. divers; Dav. & M. Saunier."
MAR_SM,1895_1_26,3,Du 25 janvier,LIVOURNE,23 janv.,"Bastia, 24",vap,fr,VILLE- DE-BASTIA,278 tx,c. Alexandrini,avec 92 tx div.,p divers,Cie Fraissinet,11 a 33 passagers dont 5 militaires,"LIVOURNE, 23 janv.; Bastia, 24, vap. fr. VILLE- DE-BASTIA, 278 tx. c. Alexandrini, avec 92 tx div. p divers; Cie Fraissinet. 11 a 33 passagers dont 5 militaires."
MAR_SM,1895_1_26,3,Du 25 janvier,NICOLAIEFF,3 janv.,"Cavack, 6; Barcelone, 23",vap.,gr.,SOPHIA-CUPPA,1550 tx,e. Coundouris,avec 600 tx blé,p. M. Cuppa,"nav, au capitalue",,"NICOLAIEFF, 3 janv.. Cavack, 6; Barcelone, 23, vap. gr. SOPHIA-CUPPA, 1550 tx, e. Coundouris, avec 600 tx blé p. M. Cuppa; nav, au capitalue."
MAR_SM,1895_1_26,3,Du 25 janvier,ORAN,21 janv,"Port-Vendres, 23; Cette, 24",vap,fr,BASTIA,635 tx,e. Poggi,avec 180 tx div,p. divers,Cie Transatlantique,,"ORAN, 21 janv: Port-Vendres, 23; Cette, 24, vap. fr. BASTIA, 635 tx. e. Poggi, avec 180 tx div. p. divers: Cie Transatlantique."
MAR_SM,1895_1_26,3,Du 25 janvier,ORAN,23 janv.,,vap,fr.,1-PEREIRE,767 tx,cap. Marinetti,avec 533 tx div. p. divers,,Cie Trans- atiantique,Il a 118 passagers dont 14 milital-,"ORAN, 23 janv., vap. fr. 1-PEREIRE, 767 tx, cap. Marinetti, avec 533 tx div. p. divers; Cie Trans- atiantique. Il a 118 passagers dont 14 milital-"
MAR_SM,1895_1_26,3,Du 25 janvier,PORT-VENDRES,23 janv.,Cette. 24,vap,fr,PY- THEAS,238 tx,e. Roca,avee 250 ix div.,p. di- vers,"nav, à M. Castaldi",,"PORT-VENDRES, 23 janv.. Cette. 24, vap. fr. PY- THEAS, 238 tx, e. Roca, avee 250 ix div. p. di- vers: nav, à M. Castaldi."
MAR_SM,1895_1_26,3,Du 25 janvier,PROPRIANO,22 janv,"Ajaccio, 23",vap,,TAU- RUS,"1,029 tx",e. Loubatière,avec 15 tx div.,p divers,Cie Fraissinet,Il a 1 passagers.,"PROPRIANO. 22 janv: Ajaccio, 23, vap. Ir. TAU- RUS, 1,029 tx. e. Loubatière, avec 15 tx div. p divers; Cie Fraissinet. Il a 1 passagers."
MAR_SM,1895_1_26,3,Du 25 janvier,SUNDERLAND,10 janv.,,vap,dan,CHR-BRO-BERG,778 tx,e. Gotsche,"avee 1,250 tv charbon",p. la Cie du Gaz,nav. à M. Alexander,Passé le détroit le 21 courant,"SUNDERLAND, 10 janv., vap. dan. CHR-BRO- BERG. 778 tx. e. Gotsche, avee 1,250 tv charbon p. la Cie du Gaz; nav. à M. Alexander. Passé le détroit le 21 courant"
MAR_SM,1895_1_26,3,Du 25 janvier,TENERIFFE,8 janv.,"Las Palmas, 9; Mogador, 17; Mazagan, 19; Casablanca, 20; Tanger, 21; Gibral tar, 21,",vap,fr,MEUSE,769 tx,e. Scheult,avec 60 tx div,p. divers,Cie Paquet,Il a 4 passagers.,"TENERIFFE, 8 janv.; Las Palmas, 9; Mogador, 17; Mazagan, 19; Casablanca, 20; Tanger, 21; Gibral- tar, 21, vap. fr. MEUSE. 769 tx, e. Scheult, avec 60 tx div. p. divers; Cie Paquet. Il a 4 passagers."
MAR_SM,1895_1_27,3,Du 26 janvier.,AGDE,25 janv.,,vap,fr,LOUIS-C.,88 tx,e. Azibert,avee 100 tx div.,p. divers,Cie Castaldi,,"AGDE, 25 janv., vap. fr. LOUIS-C., 88 tx, e. Azibert, avee 100 tx div. p. divers; Cie Castaldi."
MAR_SM,1895_1_27,3,Du 26 janvier.,ALGER,24 janv.,,vap,fr,BASTIAIS,471 1x,c. Attoni,avec 132 tx div.,p. divers,Cie Mixte,20 pasagers,"ALGER, 24 janv., vap. fr. BASTIAIS, 471 1x, c. Attoni, avec 132 tx div. p. divers; Cie Mixte; 20 pasagers."
MAR_SM,1895_1_27,3,Du 26 janvier.,CANNES,23 janv.,"Nice, 24",vap,fr,BLIDAH,266 Ix,e. Barrau,avee 120 tx div.,p. divers,Cie Fraissinet,5 passagers,"CANNES, 23 janv.: Nice, 24, vap. fr. BLIDAH, 266 Ix, e. Barrau, avee 120 tx div. p. divers; Cie Fraissinet; 5 passagers."
MAR_SM,1895_1_27,3,Du 26 janvier.,CETTE,25 janv.,,vap,fr,DURANCE,283 tx,cap. Grondona,avee 367 tx div,p. divers,Cie Praissinet,6 passagers,"CETTE, 25 janv., vap. fr. DURANCE, 283 tx. cap. Grondona, avee 367 tx div. p. divers; Cie Praissinet; 6 passagers."
MAR_SM,1895_1_27,3,Du 26 janvier.,CETTE,25 janv.,,vap,fr,PERGAME,81 tx,eap. Helena,avec 65 tx div.,p. divers,nav. à M. Castaldi,,"CETTE, 25 janv., vap. fr. PERGAME, 81 tx, eap. Helena, avec 65 tx div. p. divers; nav. à M. Castaldi."
MAR_SM,1895_1_27,3,Du 26 janvier.,CONSTANTINOPLE,11 janv.,"Rodosto, 12: Miriophito, 13: Salonique, 15: Smyrne, 17; Pirée, 20",vap,fr,BRAILA,"de 1,034 tx",e. Portal,"avec 1,027 tx div.",p. divers,Cie Fraissinet,28 passagers.,"CONSTANTINOPLE, 11 janv.; Rodosto, 12: Miriophito, 13: Salonique, 15: Smyrne, 17; Pirée, 20, vap. fr. BRAILA, 1,034 tx, e. Portal, avec 1,027 tx div. p. divers; Cie Fraissinet; 28 passagers."
MAR_SM,1895_1_27,3,Du 26 janvier.,LIVERPOOL,11 janv.,"Gibraltar, 22",vap,ang,LIVORNESE,930 tx,e. Dale,"avec 1,800 tx div.",p. divers,nav. a MM. Watson et Parker,,"LIVERPOOL, 11 janv.; Gibraltar, 22: vap, ang. LIVORNESE, 930 tx, e. Dale, avec 1,800 tx div. p. divers; nav. a MM. Watson et Parker."
MAR_SM,1895_1_27,3,Du 26 janvier.,PORT-DE-BOUC,25 janv.,,bat,fr,SAINT-JEAN,,e. Bory,avec 30 tx morues,à ordre,"nav, au capitaine",,"PORT-DE-BOUC, 25 janv.. bat. fr. SAINT-JEAN, e. Bory, avec 30 tx morues à ordre; nav, au capitaine"
MAR_SM,1895_1_27,3,Du 26 janvier.,SAINT-TROPEZ,23 janv.,"La Ciotat, 25",vap,fr,MOSELLE,140 ts,e. Bouldouire,sur lest,,"nav, M Paquet",,"SAINT-TROPEZ, 23 janv.: La Ciotat, 25, vap. fr. MOSELLE 140 ts, e. Bouldouire, sur lest; nav, M Paquet."
MAR_SM,1895_1_27,3,Du 26 janvier.,SOUSSE,22 janv.,,vap,fr,LE-TELL,745 tx,e. Bousquet,avec 577 tx div. et 96 bœufs,p. divers,Cle Mixte,20 passagers,"SOUSSE 22 janv.: Tanis, 24, vap. fr. LE-TELL, 745 tx, e. Bousquet, avec 577 tx div. et 96 bœufs p. divers; Cle Mixte; 20 passagers."
MAR_SM,1895_1_27,3,Du 26 janvier.,TONIS,23 janv.,,vap,fr,LOE-CETTORI,622 tx,e. Bastiani,avec 156 tx div.,p. divers,Cle Transatlantique,"15 passagers, dont 3 militaires","TONIS 23 janv., vap. fr: LOE-CETTORI, 622 tx, e. Bastiani, avec 156 tx div. p. divers: Cle Transatlantique: 15 passagers, dont 3 militaires"
MAR_SM,1895_1_27,3,Du 26 janvier.,YOKOHAMA,fer dée,"Kobe, 2; Nagasaki, 4; Shang-Hai, 22: Hong-Kong, 23: Saigon, 31; Singapore, 1er janv: Colombo, 7: Aden, 14: Suez, 19; Port Said, 20; Alexandrie, 20",vap,fr,OXUS,"1,879 tx",e. Dupont,"avee 1,800 tx div",p. divers,Messageries Maritimes,"177 passagers, dont 169 militaires.","YOKOHAMA, fer dée; Kobe. 2; Nagasaki, 4; Shang-Hai, 22: Hong-Kong, 23: Saigon, 31; Singapore, 1er janv: Colombo, 7: Aden, 14: Suez, 19; Port Said, 20; Alexandrie, 20, vap. fr. OXUS, 1,879 tx, e. Dupont, avee 1,800 tx div. p. divers; Messageries Maritimes; 177 passagers, dont 169 militaires."
MAR_SM,1895_1_27,3,"Du 27 janvier,",AJACCIO,22 janv,"Bone, 24; Philippeville, 24; Bougie, 25",vap,,VILLE-DE-ROME,SH tx,e. Dufay,avec 386 tx div,p. divers,Cie Transatlantique,"19 passagers, dont 3 militaires.","AJACCIO, 22 janv. Bone, 24: Philippeville, 24; Bougie, 25, vap. Ir. VILLE-DE-ROME, SH tx, e. Dufay, avec 386 tx div. p. divers: Cie Transatlantique 19 passagers, dont 3 militaires."
MAR_SM,1895_1_27,3,"Du 27 janvier,",BATAVIA,2 janv.,"Perim. 15; Suez. 19; Port-Said, 20",p,,holl. ARDJORNO,1867 tx,e. Leclerg,"avec 2,500 tx div.",p. divers,le nav. à MM Ruys et Cie,,"BATAVIA, 2 janv.; Perim. 15; Suez. 19; Port-Said, 20, p. holl. ARDJORNO, 1867 tx, e. Leclerg avec 2,500 tx div. p. divers; le nav. à MM Ruys et Cie."
MAR_SM,1895_1_27,3,"Du 27 janvier,",BOMBAY,12 janv.,"Aden. 17; Suez, 20; Port-Said. 21; Brindisi, 24",vap,ang,CALEDONIA,3.329 tx,c. Andrews,avec 1400 tx div,p. divers,nav MM. Estrine et Cile,82 passagers,"BOMBAY, 12 janv.; Aden. 17; Suez, 20; Port-Said. 21; Brindisi, 24, vap. ang. CALEDONIA, 3.329 tx, c. Andrews, avec 1400 tx div p. divers; nav MM. Estrine et Cile: 82 passagers."
MAR_SM,1895_1_27,3,"Du 27 janvier,",CANNES,24 janv.,"Nice, 25; Antibes, 26",vap,fr,FRANCOIS-MARIE,145 tx,e. Azibert,avec 80 tx div.,p' divers,Cie Castaldi,,"CANNES, 24 janv.: Nice, 25; Antibes, 26, vap. fr. FRANCOIS-MARIE, 145 tx. e. Azibert, avec 80 tx div. p' divers; Cie Castaldi."
MAR_SM,1895_1_27,3,"Du 27 janvier,",DUNKERQUE,dée Bordeaux,18 janv.,vap,fr,CAMBRAI,611 tx,e. Hervé,avee 800 tx div.,pour divers,Cie des Vapeurs du Nord,Passé le détroit le 22 janvier.,"DUNKERQUE, dée Bordeaux, 18 janv., vap. fr. CAMBRAI, 611 tx, e. Hervé, avee 800 tx div. pour divers: Cie des Vapeurs du Nord. Passé le détroit le 22 janvier."
MAR_SM,1895_1_27,3,"Du 27 janvier,",MOSTAGANEM,23 janv.,"Arzew. 24; Oran, 25",vap,fr,FELIX-TOUACHE,de 764 tx,e. Lachaud,avec 800 tx div.,p. divers,Cie Mixte,Il a 12 pas- sagers.,"MOSTAGANEM, 23 janv.; Arzew. 24; Oran, 25, vap. fr. FELIX-TOUACHE, 764 tx, e. Lachaud, avec 800 tx div. p. divers; Cie Mixte. Il a 12 pas- sagers."
MAR_SM,1895_1_27,3,"Du 27 janvier,",ORAN,21 janv.,,vap,fr.,ORIENT,573 tx,e. Pietri,"avec 380 tx div., 48 boeufs, 299 cochons, 252 moutons",p. divers;,nav. à MM. Caillol et Saint- pierre:,12 passagers.,"ORAN, 21 janv., vap. fr. ORIENT, 573 tx, e. Pietri, avec 380 tx div., 48 boeufs, 299 cochons, 252 moutons p. divers; nav. à MM. Caillol et Saint- pierre: 12 passagers."
MAR_SM,1895_1_27,3,"Du 27 janvier,",SAINT-LOUIS-DU-RHONE,26 janv.,,chal.,fr.,N. 8,246 tx,e. Audemar,avee 300 tx div.,p. divers,Cie Lyonnaise.,,"SAINT-LOUIS-DU-RHONE, 26 janv., chal. fr. N. 8, 246 tx e. Audemar, avee 300 tx div. p. divers; Cie Lyonnaise."
MAR_SM,1895_1_27,3,"Du 27 janvier,",SAINT-LOUIS-DU-RHONE,26 janv.,,chal,fr,N. 6,273 tx,e. Liban,avec 200 tx div.,p. divers,Cie Lyonnaise,,"SAINT-LOUIS-DU-RHONE, 26 janv., chal. fr. N. 6, 273 tx, e. Liban, avec 200 tx div. p. divers; Cie Lyonnaise."
MAR_SM,1895_1_27,3,"Du 27 janvier,",SAINT-LOUIS DU-RHONE,26 janv.,,chal,fr,N. 14,250 tx,e. Grilliat,avec 180 tx div.,p. divers,Cie Lyonnaise,,"SAINT-LOUIS DU-RHONE, 26 janv., chal. fr. N. 14. 250 tx, e. Grilliat, avec 180 tx div. p. divers; Cie Lyonnaise,"
MAR_SM,1895_1_27,3,"Du 27 janvier,",SAN LUCAR (Espagne),28 dée.,"Port-Vendres, 16 Janv. Cette, 26",goél,esp,JUSTITA,75 1x,cap. Manzano,avec 105 tx minerai manganèse,pour MM. Pastorelly frères,"nav, au capitaine",,"SAN LUCAR (Espagne), 28 dée. : Port-Vendres, 16 Janv. Cette, 26, goél. esp. JUSTITA. 75 1x, cap. Manzano, a ec 105 tx minerai manganèse pour MM. Pastorelly frères; nav, au capitaine."
